membership_category,feedback,points_in_wallet,churn_risk_score
4,0,0.07477080777524803,3.0
1,-1,-0.3664360239265634,4.0
1,-1,-0.14356412049359318,4.0
2,-1,3.046488012469781,3.0
1,-1,-0.7390281077758023,5.0
3,-1,0.1181566922527472,4.0
3,1,0.8011349303484472,1.0
2,-1,0.5297005890475743,3.0
1,-1,-0.09164096028189093,5.0
1,0,-0.3627952413874474,5.0
0,-1,-0.20489730326793437,5.0
4,-1,0.3016195659817145,3.0
1,-1,-0.30963981631635185,5.0
1,0,-0.3004538419099666,5.0
2,0,-0.19907205120534813,4.0
4,1,0.7287673758786314,1.0
1,-1,0.11902031863527471,4.0
1,-1,-0.6699092515716589,5.0
5,1,0.7172849078706494,1.0
2,1,0.5967015721465923,2.0
5,-1,0.3220079482007648,3.0
2,-1,0.13806416505891617,3.0
0,-1,-2.274219642214341,5.0
4,-1,-2.1006044001537414,3.0
2,-1,0.2382139377620303,3.0
2,-1,0.5554661270167034,3.0
0,-1,0.06530477317354579,4.0
1,-1,-0.3974881939901506,5.0
4,-1,0.2794387985126376,3.0
2,-1,0.3360669700056593,3.0
5,0,0.0726423502908417,3.0
1,-1,-0.2950766861598872,4.0
0,0,1.293182668139473,5.0
3,-1,1.7168947958788725,3.0
4,1,0.40098492328005325,1.0
0,0,-0.14782103546240583,5.0
3,-1,0.12192716492068902,4.0
4,1,0.5661084144387356,2.0
2,1,-2.6839412806707372,2.0
2,-1,0.10040642412934288,4.0
2,-1,0.615511032892588,3.0
1,-1,-3.0190757882339767,5.0
0,-1,-0.767090139346528,5.0
4,1,0.7302236888942778,1.0
3,1,0.5149694227739192,1.0
1,0,-0.5895319755157874,5.0
2,0,0.1177880537758814,3.0
4,-1,2.329401209904524,3.0
5,1,0.3971761046237468,1.0
0,-1,-0.6508091462510653,5.0
0,0,-0.2997816974412067,4.0
4,1,0.6753318906122195,1.0
3,0,0.3527585576465303,3.0
1,-1,-0.20114449665069117,5.0
0,-1,-0.5145878672490585,5.0
2,0,0.06681709822825546,3.0
0,0,0.15033104847167358,4.0
1,-1,-0.016192743663591923,5.0
0,-1,0.07079395300175174,4.0
3,-1,-0.2834821940737793,4.0
5,-1,3.497714828667044,3.0
2,-1,0.24796003255904892,3.0
5,-1,0.5513212361260172,3.0
0,-1,-0.9366945936302762,5.0
0,-1,-0.15863135900162792,5.0
5,1,0.7115716798861904,1.0
2,-1,-0.435890952365087,4.0
0,-1,-0.726593435103744,5.0
1,0,0.0013950366022920698,5.0
3,-1,0.1968770529332964,3.0
3,-1,0.09851991233809791,4.0
5,-1,0.5702533053294211,3.0
0,0,2.1307764933434123,4.0
3,1,0.6259852841974298,1.0
0,-1,0.13195909965890248,4.0
0,-1,-0.8082589880580715,5.0
3,1,0.33746727098224244,2.0
1,-1,-0.8272470693005393,5.0
1,0,-0.11645429358694366,4.0
0,-1,-0.08189486548487232,5.0
5,-1,0.24151934470227254,3.0
1,0,-0.31154422564450507,5.0
1,-1,1.8266042489341436,5.0
1,0,-3.202221554897273,5.0
1,0,-0.5125714338427787,5.0
1,0,-0.5447783563041906,5.0
5,-1,0.23294880609007806,3.0
3,-1,0.3416121618729286,3.0
0,0,-0.32476306686344986,4.0
0,0,-0.4035159937864846,4.0
1,-1,-0.5709519110906461,4.0
5,0,0.07594706059557743,3.0
5,-1,2.380505256850835,3.0
0,-1,-0.41427030528664344,4.0
1,-1,0.12529366701036715,4.0
1,-1,-1.051967370022599,5.0
5,-1,0.22706754198842855,3.0
4,-1,2.1156091450600085,3.0
0,-1,2.500034553884739,5.0
3,-1,0.09303073250989195,4.0
4,1,0.40003271861597633,1.0
2,0,0.45862131147621454,3.0
3,-1,0.41958092024907684,3.0
2,0,0.12562973924474677,3.0
3,1,0.5987074211735904,1.0
2,-1,0.02486408096982494,4.0
3,-1,-2.502663241013186,3.0
1,-1,-0.17565901887687854,4.0
5,1,0.15285159022952283,2.0
5,-1,0.16937514175320398,3.0
0,0,-0.873569025605909,5.0
0,-1,-1.0153354964751844,5.0
2,-1,-0.07153263825815706,4.0
3,-1,-2.01123997007995,3.0
1,-1,-0.464401080248319,4.0
3,-1,1.1142298225774587,4.0
3,-1,-0.05422491818758944,4.0
1,0,-2.7313526730459454,5.0
1,-1,-0.0775819384769964,5.0
3,0,0.05078626805855243,4.0
4,1,0.5035989788440645,1.0
1,-1,-0.13538636279034752,4.0
2,-1,-0.008463082272853091,4.0
0,0,-1.0169598456080209,5.0
3,1,-2.1958270857632,2.0
3,1,0.707650837151758,1.0
2,-1,-0.3276756928947427,4.0
0,-1,-0.8525084989180988,5.0
3,1,0.5203465785239987,1.0
4,0,0.09767973175214753,3.0
0,-1,-0.559789582773162,5.0
3,-1,-0.03926970375768188,4.0
0,-1,-0.029131524687220346,5.0
1,0,-0.3239211839584508,4.0
0,-1,-0.3888408395518934,5.0
3,-1,0.1815297542299453,3.0
4,-1,0.6111420938456488,3.0
0,-1,-1.3472941386614063,4.0
0,-1,-0.36149714937480476,5.0
5,1,0.8252761191847406,1.0
1,-1,-0.8179490708160269,5.0
5,1,0.7202725579855621,2.0
0,0,-0.14367614457171973,4.0
1,-1,-1.961590344967117,5.0
1,0,-0.8599581001135206,5.0
1,0,0.1608613118155787,4.0
1,-1,-0.18596523406453053,4.0
0,-1,-0.11370970367284068,5.0
4,-1,0.18925941562068413,3.0
2,-1,-0.48478946246736926,4.0
4,-1,0.06267220733756936,3.0
0,0,-0.4606482736310764,4.0
5,0,0.3771798066781401,3.0
1,-1,-0.008463082272853091,4.0
1,-1,2.280517184372301,5.0
2,0,0.36911407305302096,3.0
0,-1,-0.1857411859082768,5.0
3,-1,0.4555966613667952,3.0
2,1,0.17626462255799308,2.0
1,-1,-0.4420522766620522,4.0
1,-1,0.03421809149340063,4.0
5,-1,0.2213543140039695,3.0
1,-1,-0.3960103805519995,5.0
0,-1,-0.3338782756672033,5.0
0,-1,-0.6842483335718699,5.0
2,-1,-0.14681281875926624,4.0
1,-1,-2.9619432207242085,5.0
5,-1,0.494861100750186,3.0
3,-1,-0.2615254747609561,4.0
3,-1,-0.1420517954388835,4.0
2,-1,0.06648102599387581,3.0
2,1,3.4004357264436957,2.0
2,-1,0.3264889113258305,3.0
2,0,0.6030763602205297,3.0
1,-1,-0.6130570319223841,5.0
3,-1,0.20606302733968165,3.0
1,-1,-0.1230077021573531,5.0
1,-1,-0.9967955115452238,5.0
1,-1,-0.43779536169323957,5.0
0,-1,-0.4908947747252718,5.0
4,-1,0.3859736968110818,3.0
0,-1,-0.18904589621301315,4.0
0,-1,-0.42541670106024515,5.0
1,-1,-0.10743635529774825,5.0
5,1,0.5109365559613603,1.0
1,-1,-2.4604857934329707,5.0
4,-1,-2.8509648467645783,3.0
4,0,-1.5776707071956393,3.0
0,-1,-0.10485980150083574,4.0
0,-1,-0.471962705521868,5.0
5,-1,0.3076688662005532,3.0
3,-1,0.12101331245961677,4.0
0,0,0.007276300703940947,4.0
1,-1,-0.8152604929409871,5.0
5,1,0.7623745993166264,1.0
0,-1,-1.032139108194182,5.0
1,0,-0.11488595649317071,5.0
4,-1,0.44002531450719035,3.0
4,0,0.17688075498768974,3.0
3,0,0.24230281661365313,3.0
4,-1,0.21933788059768972,3.0
4,-1,0.3085061344555039,3.0
0,-1,-0.4849014865454964,5.0
1,-1,-0.9070642249657774,5.0
0,-1,-0.2541318856045969,4.0
3,-1,2.1213404412222094,3.0
5,1,0.4962053896877059,2.0
1,-1,-0.9947790781389443,5.0
0,-1,2.354772038959008,5.0
1,-1,-0.41219785984130036,5.0
4,0,0.12753414857290002,3.0
0,-1,-0.5405774533744412,5.0
1,-1,0.02912099593863823,4.0
3,1,0.8859931695293846,1.0
4,1,0.6953281885578262,1.0
5,-1,-1.6284444922023449,3.0
0,-1,-1.0326992285848153,5.0
3,-1,0.5326692271179304,3.0
0,-1,-0.77622010171385,5.0
2,0,-0.4423883488964325,4.0
3,1,0.22958808374627843,2.0
4,-1,0.5696931849387884,3.0
4,-1,0.3000512288879416,3.0
2,0,-0.2407450082684623,4.0
3,-1,2.102470189400957,3.0
1,-1,-0.5274146241945596,5.0
1,-1,-0.04778353369530718,4.0
0,-1,-0.5690315692186105,5.0
2,0,-0.3441992444184238,4.0
4,-1,0.45470046874178155,3.0
0,-1,-0.7925196050812774,5.0
5,1,0.5070717252659906,1.0
3,-1,2.3685711151373425,3.0
4,-1,0.5155295431645527,3.0
5,-1,0.3984083694831401,3.0
3,-1,0.33657107835722944,3.0
4,-1,0.3042311473578409,3.0
1,0,-0.04464685950776129,5.0
3,0,0.21076803862100113,3.0
1,0,-0.0988105012819964,5.0
0,0,-0.6264439092585188,5.0
0,-1,-0.35730482090007076,5.0
0,-1,0.057295051587490584,4.0
4,1,3.0625673404855815,1.0
3,-1,2.3184923603254366,3.0
1,-1,-0.29670103529272407,5.0
5,1,0.16646251572191118,2.0
3,-1,-1.6159897969679504,4.0
4,1,0.4543083844683386,1.0
1,-1,-0.7871984613702613,5.0
1,-1,-2.7687093938477005,5.0
4,-1,0.32172788800544777,3.0
4,1,0.2314364810353684,2.0
4,-1,0.1778889716908293,3.0
1,-1,-0.5726163397186633,5.0
3,1,0.6917994300968368,1.0
0,-1,-2.40363196417755,4.0
0,-1,-0.5625901847263283,5.0
3,-1,1.5635609949631961,4.0
0,-1,-0.14132363893106029,5.0
4,1,0.23586143212137087,2.0
5,-1,0.27086895653594906,3.0
3,-1,0.5271240352506612,3.0
0,-1,-0.2602932099015628,5.0
3,1,0.20247825683962892,2.0
3,-1,0.4947490766720595,3.0
2,-1,-0.35058461687164283,4.0
0,0,-0.2967406325327983,5.0
5,1,0.4206451489912803,1.0
2,-1,0.573950099907601,3.0
5,1,0.8828564953418386,1.0
2,-1,0.3114216728177964,3.0
5,-1,0.5920980005641184,3.0
4,1,0.5625796559777455,2.0
1,0,-0.9376467982943525,5.0
1,0,1.7590682470287815,5.0
1,0,-0.3098221819342237,5.0
2,-1,2.3352498958637726,4.0
2,-1,0.2799429068642077,3.0
0,0,0.11224286190861217,4.0
2,-1,0.26274721087176667,3.0
5,-1,0.33164201891965683,3.0
2,-1,-0.2512792710358232,3.0
5,0,0.17951332082366553,3.0
0,-1,-1.0540958275070054,5.0
3,1,0.4715040804607791,1.0
1,-1,0.011589227711817512,5.0
1,-1,-0.9077923814736006,5.0
1,-1,-0.9216833671613047,5.0
5,1,0.7941334254655316,1.0
3,0,0.2778144493798014,3.0
4,-1,0.526395878742838,3.0
2,-1,-0.08570368414117815,4.0
2,0,-0.39248162209101006,4.0
1,-1,-0.691137814376659,5.0
3,-1,0.401825103866003,3.0
0,0,-0.13941922960290706,5.0
3,-1,0.00677219235237148,4.0
4,-1,0.3852455403032586,3.0
5,-1,-2.108561687011899,3.0
1,0,-0.4227841352242687,5.0
1,-1,-0.7384119753461056,5.0
4,-1,0.23619750435575051,3.0
3,-1,0.4715600924998423,3.0
4,-1,0.43492821895242795,3.0
5,-1,0.26044971748098555,3.0
0,0,-0.9481201531097962,5.0
3,0,-0.13409808589189157,4.0
0,0,-2.4444053831999,5.0
0,-1,-0.157417708389853,5.0
2,-1,1.517560318031239,3.0
1,-1,-0.21733197593999204,4.0
3,-1,0.16255432484088844,4.0
2,-1,3.229352985091732,4.0
0,-1,-2.1234290783593215,5.0
5,-1,0.40731428369420897,3.0
5,0,0.3131580460287592,3.0
5,1,0.27193318527815186,2.0
2,-1,-1.9727385170694143,3.0
0,-1,2.244386182761202,4.0
5,1,0.12165288447125114,2.0
2,-1,-0.29546877043333075,4.0
4,0,0.4916684145235762,3.0
1,0,0.05225396807179146,4.0
5,1,1.2570039914081381,2.0
5,1,3.1500426678404483,2.0
0,-1,-3.4718167426207667,4.0
1,-1,-0.2966421862665032,4.0
0,-1,-1.0453579494131267,5.0
5,1,0.4368886403196445,1.0
3,-1,1.5411957516748545,4.0
3,-1,-0.22747015501045423,4.0
0,-1,-0.22489360121354107,5.0
2,-1,-0.38760857469250076,4.0
4,-1,0.3767317103656333,3.0
1,-1,-0.42351229173209193,5.0
1,-1,-0.3458157475471527,4.0
1,0,-0.4413579154231222,5.0
1,-1,-0.8876280474108035,5.0
0,-1,-0.8881881678014368,5.0
0,-1,-0.4855176189751924,5.0
1,-1,-0.8772098081450249,5.0
1,-1,-0.4899985821002588,5.0
1,-1,-0.19565531682248521,5.0
1,0,-0.11152523414937109,5.0
0,-1,-0.45499105768568066,5.0
3,-1,0.1417051944559211,4.0
1,0,-0.8499879571602489,5.0
1,-1,-0.028067295945016862,5.0
4,0,0.10530345495053237,3.0
1,-1,-2.9421085566023106,4.0
1,0,-0.7375717947601552,5.0
4,-1,3.163850988877952,3.0
5,-1,-1.5073801889406624,3.0
3,-1,0.16509072122768373,4.0
0,-1,-0.22343728819789466,5.0
3,1,0.22628337344154206,2.0
5,-1,0.44635467492134606,3.0
1,0,-0.7209922311974114,5.0
1,-1,2.639212902130937,5.0
0,-1,-0.317033405472711,5.0
4,-1,0.20819148482408797,3.0
0,-1,0.052197956032728185,4.0
0,-1,-0.4949276415378314,4.0
3,1,0.27887867812200423,2.0
5,1,0.4123329696408508,2.0
2,-1,-2.5322454735834343,4.0
4,-1,0.5582107169308064,3.0
1,0,-0.411733461078524,5.0
3,1,-1.1770309151656426,2.0
0,-1,0.08317261363474679,4.0
2,0,-0.3955062722004294,4.0
4,-1,0.226955517910302,3.0
0,-1,-0.30851957553508574,5.0
0,-1,1.1982053048505854,5.0
2,-1,2.1889501084360883,4.0
3,-1,-0.4604802375138866,4.0
3,-1,0.5619635235480496,3.0
5,1,0.6184796709629441,1.0
1,-1,-0.21272024781565732,4.0
0,-1,-0.4246325325133587,5.0
5,-1,0.2653797767077431,3.0
5,1,0.3374112589431792,2.0
3,-1,0.06003964150159356,3.0
4,-1,0.0762831328299577,3.0
1,-1,-2.6284441436988684,5.0
4,1,0.35393642628926136,1.0
0,-1,-0.4239043760055349,5.0
4,-1,0.31427828681002595,3.0
4,-1,0.08860578142388947,3.0
2,-1,0.14036090551840125,3.0
1,-1,-0.5956932998127532,5.0
3,-1,-0.3288519457150727,4.0
3,1,0.48914787276572697,1.0
3,1,0.6155714049096772,1.0
0,0,-0.4858536912095727,4.0
1,-1,-0.21710792778373897,4.0
5,1,2.6572774237115238,2.0
1,0,-0.4990725324285175,4.0
3,-1,-0.4267049779587011,4.0
3,-1,-0.33854202847302806,4.0
4,-1,0.5312689261413474,3.0
2,-1,0.5141292421879695,3.0
4,-1,0.4318475568039453,3.0
0,-1,-0.15459849218906835,4.0
4,-1,0.09353484086146206,3.0
3,1,0.5020866537893548,1.0
1,-1,-0.5689755571795473,5.0
1,-1,-0.0863198165708748,4.0
0,-1,-0.8585017870978742,5.0
5,-1,-1.1248273398525235,3.0
3,-1,-0.3674442406297036,4.0
0,-1,-0.2811934142288175,4.0
3,0,-0.01596869550733883,4.0
4,0,3.594729930890913,3.0
0,0,2.847721108758558,5.0
5,-1,-1.9047134591652075,3.0
3,-1,-0.16563286388454354,4.0
1,0,-0.27530443637053365,4.0
5,1,-0.9021871144941592,2.0
5,1,0.3590323566950656,1.0
1,-1,-0.5254542028273438,5.0
0,0,-0.3802407923037532,4.0
3,-1,-2.7501234775247725,4.0
3,-1,-0.3645316145984108,4.0
4,1,0.2215223501211593,2.0
1,-1,-0.6458800868134927,5.0
2,-1,0.0980158039865278,4.0
3,1,0.5079679178910036,1.0
5,1,0.3767317103656333,2.0
0,-1,-1.9894826141143314,4.0
0,-1,-0.005326408085307193,5.0
3,1,0.638812041142931,1.0
2,-1,0.14260138708093476,4.0
2,-1,-0.09096881581313102,4.0
1,-1,-0.09248114086784069,5.0
2,-1,-0.15924749143132394,4.0
0,0,-0.345774164795253,5.0
0,-1,-1.6664598902081764,5.0
0,-1,0.14478585660440435,4.0
3,1,0.3146281812311823,1.0
1,-1,-0.9687334799744983,5.0
1,-1,-3.7100887385571406,5.0
2,0,0.459405480023101,3.0
1,-1,-0.07450127632851314,4.0
0,-1,-0.41453946149649196,5.0
0,-1,-0.5793377844062619,5.0
2,0,0.0528140884624242,4.0
0,-1,-0.12037513632137667,5.0
2,-1,-0.4095092819662607,4.0
2,-1,0.1475333704492281,4.0
0,-1,-2.8106729794888645,4.0
3,0,0.15968505899524865,4.0
1,-1,2.0284361864028786,4.0
5,1,0.6524789786743826,1.0
2,1,0.2887928090362127,2.0
2,-1,-0.10049086245389653,4.0
2,-1,0.24762396032466927,3.0
4,1,0.43834495333529083,2.0
2,-1,-2.3249096298721046,4.0
3,-1,-0.3310364152385423,4.0
0,0,-1.028498325655066,5.0
4,0,0.33623610325619246,3.0
1,0,-0.40298303946387287,5.0
0,0,-0.2714396056751645,4.0
0,-1,-0.05495307469541327,4.0
2,-1,-0.21660381943216886,4.0
5,-1,-2.724043694658299,3.0
1,-1,-0.46445709228738224,5.0
4,0,3.127301913242341,3.0
0,-1,-0.47823605389696044,5.0
5,-1,-1.2278486392040593,3.0
3,0,1.3262919905678465,4.0
3,-1,-0.25833278853434627,4.0
2,-1,0.2841438097939571,3.0
5,1,0.227235578105619,2.0
1,-1,-1.0237933143737468,5.0
3,-1,0.002067181071051996,4.0
1,-1,-0.2204126380884753,4.0
1,0,0.05214194399366427,5.0
0,-1,-0.6217949100162625,5.0
4,1,0.41470787285056754,1.0
5,1,0.5987634332126538,2.0
3,-1,-0.4846214263501794,4.0
1,-1,1.3636045369522016,5.0
4,1,0.6159031171660315,1.0
3,1,0.8290289258019832,1.0
5,-1,0.21485691747262398,3.0
3,-1,-0.29546877043333075,4.0
4,-1,-2.1420489013091406,3.0
0,-1,-0.7468697932446676,5.0
0,-1,-0.4018916446536484,4.0
3,1,0.6905671652374434,1.0
5,1,0.7581176843478138,1.0
4,-1,2.2783584502870524,3.0
5,1,0.29176144710656937,2.0
2,-1,0.024079912422938467,4.0
1,0,-0.22069269828379168,4.0
1,-1,-0.45151831126375447,4.0
1,-1,2.478762946302168,4.0
0,-1,-0.37410967327823896,4.0
5,1,0.7983903404343442,1.0
5,1,0.5993795656423504,1.0
0,0,-0.4341545791541236,4.0
3,-1,0.29377788051284914,3.0
0,0,-1.8584437517421795,5.0
4,-1,0.22633819000850883,3.0
1,-1,-0.18002795792381773,5.0
3,-1,-2.963271704071948,3.0
2,0,0.24257388551477707,3.0
3,-1,1.9061910349271343,4.0
0,-1,-0.08945649075842134,4.0
1,-1,0.025256165243268496,5.0
1,-1,-0.4678178146311819,5.0
2,-1,-0.4497259260137278,4.0
4,1,0.42820677426482934,2.0
1,-1,-0.3127764905038984,5.0
1,-1,-1.0506790931241425,5.0
1,-1,-0.9067281527313972,5.0
1,-1,-0.005214384007180007,4.0
0,-1,-0.09113685193032084,5.0
2,1,0.53670209393049,2.0
4,-1,0.09650347893181813,3.0
1,0,-0.7526950453072533,5.0
3,-1,-0.041398161242088206,4.0
1,-1,-0.2101624349398866,4.0
5,-1,0.20830350890221452,3.0
0,0,-0.30532688930847596,4.0
5,1,0.35499903920906317,1.0
1,-1,-0.1693856705017861,5.0
3,1,0.5239313490240514,1.0
1,-1,-0.06626750658620484,5.0
4,0,0.4661269247107003,3.0
1,-1,-0.838113404878824,5.0
1,-1,0.10356099585379704,4.0
0,-1,-0.18702946280673338,5.0
2,-1,-0.29294822867548087,4.0
4,1,0.5859926883062158,1.0
1,-1,-0.17582705499406837,4.0
2,1,0.19519669176139692,2.0
1,-1,-0.29199602401140456,5.0
1,-1,-0.6401108467899698,5.0
3,0,-0.20792195337735372,4.0
5,1,0.6279457055646464,1.0
3,-1,0.12226375187362987,4.0
3,1,0.4599095883746711,1.0
0,0,-1.0334273850926385,5.0
0,-1,-0.162776249892314,5.0
3,1,-0.29791057189567954,2.0
0,-1,-2.6343416136332993,5.0
1,-1,-0.21184279611178672,5.0
5,-1,0.07986790333001044,3.0
1,-1,-0.6805515389936906,5.0
1,-1,-0.3236988381212464,4.0
3,-1,0.5458880683368752,3.0
5,-1,2.3225543737225505,3.0
4,0,0.35432689474030327,3.0
5,1,0.12498174592618404,1.0
1,0,-0.5218134202882272,5.0
0,-1,-0.6715336007044952,5.0
5,1,0.2220824705117927,2.0
0,-1,-0.8046742175580187,5.0
3,-1,0.17273586409700362,3.0
5,-1,-1.053894441133732,3.0
0,0,1.8401896571524017,5.0
4,-1,0.07393062718929828,3.0
3,1,0.5920980005641184,2.0
4,-1,0.11801210193213513,3.0
5,1,0.5154299973288728,2.0
4,-1,0.1398007851277685,3.0
1,-1,-0.3259393196837799,4.0
2,-1,0.10507332090850671,4.0
3,-1,0.5726058109700812,3.0
0,-1,-0.4516863473809443,5.0
0,-1,-0.3301422942384966,4.0
5,1,0.11157071743985224,2.0
0,-1,-0.16703316486112668,5.0
3,1,2.7960151717414483,1.0
2,-1,1.5946281168785503,3.0
5,1,0.3752193853109236,2.0
2,-1,0.12126080019780758,3.0
1,-1,-0.4306818327321974,4.0
2,-1,-0.12003906408699638,4.0
3,-1,0.15436391528423252,3.0
2,-1,1.9395674721769633,3.0
0,-1,-0.33304886901114394,5.0
2,-1,-0.21077856736958325,4.0
2,-1,-0.15482254034532145,4.0
4,-1,0.24465532225431255,3.0
4,-1,0.4701037794841959,3.0
1,-1,-0.06497922968774826,5.0
2,-1,-0.09012863522718126,4.0
1,-1,-2.2004262182456378,5.0
0,-1,-2.714246969309394,4.0
5,1,0.4011529593972431,2.0
3,-1,0.3018436141379676,3.0
0,0,-2.099185997084604,4.0
0,-1,1.6941325377678937,5.0
2,-1,0.3583037495137995,3.0
5,0,0.49648544988302223,3.0
2,-1,0.06059976189222694,3.0
1,-1,-1.0105744731548019,5.0
1,-1,-0.5844908920000882,5.0
2,-1,0.06429655647040622,4.0
2,0,0.14724692061306743,4.0
1,-1,-0.4455250230839784,4.0
2,-1,-0.3054389133866025,4.0
0,-1,-0.4087811254584375,5.0
0,-1,-3.531267056165531,5.0
0,-1,0.047660980868598525,4.0
0,-1,-0.11258946289157457,5.0
3,-1,0.5552420788604503,3.0
1,0,-0.10547593393053238,4.0
2,-1,-0.10850058403995173,4.0
0,-1,-0.2614134506828289,5.0
3,1,-1.758509032343526,1.0
1,-1,-0.3790947447548748,4.0
4,-1,0.6167993097910446,3.0
5,1,0.5298686251647642,1.0
3,-1,0.06267220733756936,3.0
0,-1,-0.2814097486284362,4.0
3,-1,-0.008127010038473445,4.0
3,-1,-0.23032676900268376,4.0
1,-1,-0.08525558782867196,5.0
5,1,0.5988754572907803,1.0
2,1,0.1642220341593783,2.0
0,0,0.009572794305537733,4.0
2,0,0.543087466383709,3.0
1,-1,2.2479925538845564,4.0
0,-1,-0.6388225698915132,5.0
1,-1,-0.3500244964810094,5.0
2,-1,0.1258537874010005,3.0
5,1,0.36188852001385224,1.0
0,-1,0.047268896595154965,5.0
3,-1,-0.11595018523537419,4.0
5,1,0.809144651934503,1.0
1,-1,-0.3316312813275243,5.0
5,1,0.5083600021644472,1.0
3,-1,0.5864407846187226,3.0
1,0,-0.34126930565962477,4.0
1,-1,0.4886796257536673,5.0
1,0,-0.23710422572934628,4.0
3,-1,0.13216194708713216,4.0
5,0,0.4860672106172437,3.0
1,-1,0.13503976180738575,4.0
3,-1,-1.1363671825685235,3.0
1,0,-0.9322136305052098,5.0
5,-1,0.2565210240238393,3.0
3,-1,0.09280668435363885,3.0
2,-1,0.16545429901877098,4.0
2,1,0.1679188287375576,2.0
1,0,-1.9670076019835894,5.0
0,-1,-2.130670374937189,5.0
5,1,-1.5386968435591593,1.0
5,1,-1.271452783104141,1.0
0,-1,-0.08027051635203611,4.0
4,0,0.5239873610631147,3.0
1,0,-0.6592669641496273,5.0
2,-1,0.10714576635384977,3.0
2,-1,0.39583181568622694,3.0
0,-1,-0.39124935723161675,4.0
4,1,0.34379663139639816,1.0
2,-1,0.11466895052094359,3.0
3,-1,-0.16244017765793375,4.0
0,-1,-0.3711410352078829,5.0
0,-1,-0.5790577242109456,5.0
1,0,-2.47323802866794,5.0
3,-1,0.19402043894106688,3.0
1,0,-3.743852069510213,5.0
0,-1,-0.9308693415676906,5.0
5,-1,1.8666893590428335,3.0
3,-1,0.23177255326974802,3.0
0,0,-0.7276016518068835,5.0
1,0,-2.7354096386383806,5.0
1,-1,-0.7479900340259338,5.0
1,-1,-0.30062187802715645,5.0
3,-1,0.542621767706871,3.0
1,-1,-0.290987807308265,5.0
1,0,-0.035740945296692424,4.0
4,-1,0.29269194291746226,3.0
0,-1,-0.4187512684117092,5.0
3,-1,-0.4743712232015913,4.0
4,-1,3.0379126206148026,3.0
1,-1,-0.09673805583665335,4.0
1,0,-0.8789461813559878,5.0
3,1,1.9550103782490205,1.0
4,0,0.4395212061556209,3.0
1,0,-2.660142466592882,5.0
2,1,0.1400248332840216,2.0
3,-1,-0.35192890580916264,4.0
1,-1,-2.8419561301093443,5.0
3,0,-0.0123839250072861,4.0
2,-1,0.4224935462803696,3.0
3,-1,0.21468809361525146,4.0
0,-1,-0.9506976033961074,5.0
3,0,0.04800701556228008,4.0
2,0,-0.4801964752641769,4.0
0,-1,-0.38078634205675516,4.0
5,1,0.7307838092849112,1.0
0,-1,-0.23099891347144366,5.0
